Semester,GPA,CPA,TC qua,Acc,Debt,Reg,Level,Warning,Missing,No count,Prog,Relative Term,EncryptedID
20211,1.79,1.58,11,51,12,65,Năm thứ hai,Mức 0, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,5,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20212,1.48,1.72,15,66,10,78,Năm thứ ba,Mức 0, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,6,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20221,1.21,1.69,11,77,14,93,Năm thứ ba,Mức 0, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,7,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20222,1.75,1.76,12,89,16,107,Năm thứ ba,Mức 0, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,8,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20231,0.59,1.68,8,99,23,124,Năm thứ tư,Mức 1, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,9,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20232,1.43,1.75,14,113,22,137,Năm thứ tư,Mức 1, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,10,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20241,1.5,1.85,8,121,18,141,Năm thứ tư,Mức 1, ,"SSH1050,Tư tưởng HCM;",Điện tử 2019,11,d3cceae3f2c0850dd67b3f73260d619838e1a2117203514fadb31dc49a7d8a12
20191,2.92,2.92,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20192,2.54,2.73,12,24,0,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20201,2.5,2.65,12,36,0,36,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20202,2.5,2.61,12,48,0,50,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20211,2.8,2.68,20,70,0,70,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20212,2.87,2.72,19,89,0,89,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20221,1.89,2.55,20,109,3,112,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20222,3.17,2.72,24,133,0,133,Năm thứ năm,Mức 0, , ,Điện tử 2019,8,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20231,3.23,2.76,11,144,0,144,Năm thứ năm,Mức 0, , ,Điện tử 2019,9,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20232,3.25,2.79,12,156,0,156,Năm thứ năm,Mức 0, , ,Điện tử 2019,10,b5bab8722b7f9a58bc8507c38a28aeac9e01e74b09d6b44a728860540c18dc08
20191,2.92,2.92,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20192,3.25,3.08,12,24,0,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20201,3.89,3.43,18,42,0,42,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20202,3.8,3.55,20,62,0,62,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20211,3.59,3.53,22,86,0,86,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20212,3.71,3.57,21,107,0,107,Năm thứ tư,Mức 0, , ,Điện tử 2019,6,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20221,3.5,3.56,21,128,0,128,Năm thứ năm,Mức 0, , ,Điện tử 2019,7,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20222,3.72,3.58,16,144,0,144,Năm thứ năm,Mức 0, , ,Điện tử 2019,8,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20231,4,3.61,12,156,0,156,Năm thứ năm,Mức 0, , ,Điện tử 2019,9,1bc830dfbc3c4ffe9514c623583910dcb6a224ef5eaf68b1ab3efeb51a766d90
20191,1,1,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20192,1.38,1.19,7,11,13,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20201,0.31,0.93,5,16,20,36,Năm thứ nhất,Mức 1, , ,Điện tử 2019,3,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20202,0,0.93,0,16,20,51,Năm thứ nhất,Mức 0, , ,Điện tử 2019,4,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20211,0,0.84,0,16,24,53,Năm thứ nhất,Mức 0, , ,Điện tử 2019,5,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20212, ,0.63,0,16,37,53,Năm thứ nhất,Mức 3, , ,Điện tử 2019,6,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20221,0,0.63,0,16,37,53,Năm thứ nhất,Mức 3, , ,Điện tử 2019,7,e5c7298e9c6dd4e70402573a9d657cbed4e2c4fb7a08ba6a57e499bd4e0a031e
20191,1,1,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20192,1.67,1.33,9,13,11,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20201,0.35,1,6,19,19,38,Năm thứ nhất,Mức 1, , ,Điện tử 2019,3,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20202,2.12,1.31,8,27,15,46,Năm thứ nhất,Mức 0, , ,Điện tử 2019,4,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20211,1.33,1.41,11,40,19,61,Năm thứ hai,Mức 0, ,"MI2021,Xác suất thống kê;",Điện tử 2019,5,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20212,1,1.49,8,50,23,75,Năm thứ hai,Mức 1, ,"MI2021,Xác suất thống kê;",Điện tử 2019,6,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20221,1.05,1.43,8,58,32,92,Năm thứ hai,Mức 3, ,"MI2021,Xác suất thống kê;",Điện tử 2019,7,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20222,0.21,1.38,3,61,35,98,Năm thứ hai,Mức 3, ,"MI2021,Xác suất thống kê;",Điện tử 2019,8,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20231,0.92,1.45,6,67,32,101,Năm thứ ba,Mức 3, ,"MI2021,Xác suất thống kê;",Điện tử 2019,9,0dc0793513498bebc9cba3b55048077b67db24f7177a21713d0cf374d4ddefd9
20191,3,3,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20192,2.62,2.81,12,24,0,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20201,2.88,2.84,16,40,0,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20202,3.21,2.95,17,57,0,57,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20211,3.12,3.02,21,80,0,80,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20212,3.16,3.05,19,99,0,99,Năm thứ tư,Mức 0, , ,Điện tử 2019,6,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20221,3.45,3.11,19,118,0,118,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20222,4,3.13,2,120,0,120,Năm thứ tư,Mức 0, , ,Điện tử 2019,8,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20231,4,3.17,6,126,0,126,Năm thứ tư,Mức 0, , ,Điện tử 2019,9,4a6b7e7ecf8a5490210b7378c2d3972bb0c94768988f3170244490646b12b1d1
20191,2.33,2.33,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20192,1.33,1.83,9,21,3,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20201,1.06,1.53,8,29,11,40,Năm thứ nhất,Mức 0, , ,Điện tử 2019,3,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20202,1.86,1.7,11,40,8,54,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20211,1.94,1.91,17,57,3,66,Năm thứ hai,Mức 0, , ,Điện tử 2019,5,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20212,0,1.38,0,57,26,83,Năm thứ hai,Mức 3, , ,Điện tử 2019,6,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20221,0.21,1.33,2,59,30,89,Năm thứ hai,Mức 3, , ,Điện tử 2019,7,df2d7756be6ed942f3ed3e511c94d003cb8ed789e8c726a2b1398ee1611c319c
20191,2.6,2.6,15,15,0,15,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20192,3.64,3.04,11,26,0,26,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20201,3.5,3.2,14,40,0,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20202,3.92,3.38,13,53,0,57,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20211,3.88,3.54,17,76,0,78,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20212,3.72,3.58,16,94,0,94,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20221,3.33,3.54,18,112,0,112,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20222,4,3.57,8,120,0,120,Năm thứ tư,Mức 0, , ,Điện tử 2019,8,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20231,4,3.59,6,126,0,126,Năm thứ tư,Mức 0, , ,Điện tử 2019,9,85456572579927e657278de54aaeca153fbc28110e46ee5472188f790069c0d2
20191,1.87,1.87,12,12,3,15,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20192,1.91,1.88,11,23,3,26,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20201,2.36,2.28,10,36,4,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20202,2.79,2.41,14,50,4,56,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20211,2.57,2.55,23,75,0,77,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20212,2.38,2.54,17,94,3,97,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20221,2.05,2.54,22,118,0,118,Năm thứ tư,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2019,7,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20222,2.83,2.57,12,130,0,130,Năm thứ năm,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2019,8,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20231,3.43,2.66,15,145,0,145,Năm thứ năm,Mức 0, , ,Điện tử 2019,9,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20232,0.75,2.51,3,148,9,157,Năm thứ năm,Mức 1, , ,Điện tử 2019,10,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20241,3,2.68,9,157,0,157,Năm thứ năm,Mức 0, , ,Điện tử 2019,11,5d5e400e38c668d6a8f7cdcfa36d698fee750f780fb8b4f13e532a1942cd5a8b
20191,2.83,2.83,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20192,3.21,3.02,12,24,0,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20201,3.2,3.05,20,46,0,46,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20202,3,3.04,19,65,0,65,Năm thứ ba,Mức 0, , ,Điện tử 2019,4,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20211,3.64,3.19,21,86,0,86,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20212,3.3,3.2,15,101,0,101,Năm thứ tư,Mức 0, , ,Điện tử 2019,6,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20221,3.1,3.19,20,121,0,121,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20222,4,3.24,8,129,0,129,Năm thứ năm,Mức 0, , ,Điện tử 2019,8,a94a72af1e0cd15365239572ff95d2c3d10da03057ec62a917d2338a76cf8def
20191,2.75,2.75,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20192,3.08,2.92,12,24,0,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20201,2.12,2.6,12,36,4,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20202,2.67,2.62,15,51,4,57,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20211,3.88,3.17,20,75,0,75,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20212,2.68,3.07,19,94,0,94,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20221,3.18,3.1,20,116,0,116,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20222,3.39,3.14,19,135,0,135,Năm thứ năm,Mức 0, , ,Điện tử 2019,8,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20231,3.4,3.16,10,145,0,145,Năm thứ năm,Mức 0, , ,Điện tử 2019,9,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20232,4,3.23,12,157,0,157,Năm thứ năm,Mức 0, , ,Điện tử 2019,10,7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8
20191,2.08,2.08,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20192,2.25,2.17,12,24,0,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20201,1.19,1.78,10,34,6,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20202,2.79,2.1,19,53,6,61,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20211,2.92,2.42,19,77,3,80,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20212,2.08,2.42,17,94,3,97,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20221,2.62,2.45,13,107,3,110,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20222,2.19,2.48,13,120,0,120,Năm thứ tư,Mức 0, ,"CLG400,Tiếng Anh English Discoveries 3;",Điện tử 2019,8,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20231, ,2.48,0,120,0,120,Năm thứ tư,Mức 0, , ,Điện tử 2019,9,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20232, ,2.48,0,120,0,120,Năm thứ tư,Mức 0, , ,Điện tử 2019,10,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20241, ,2.48,0,120,0,120,Năm thứ tư,Mức 2, , ,Điện tử 2019,11,3341258ec2c110577d443c248a3bd5747555672340d54b2720f58ed801be59bd
20191,2.25,2.25,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20192,1.96,2.1,9,21,3,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20201,2.33,2.18,12,33,3,36,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20202,2.81,2.38,16,49,3,54,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20211,1.85,2.3,11,62,9,71,Năm thứ hai,Mức 0, , ,Điện tử 2019,5,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20212,2.47,2.5,18,80,3,83,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20221,2.5,2.57,22,102,0,102,Năm thứ tư,Mức 0, , ,Điện tử 2019,7,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20222,2.35,2.54,18,120,2,122,Năm thứ tư,Mức 0, , ,Điện tử 2019,8,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20231,3.18,2.6,14,134,2,136,Năm thứ năm,Mức 0, , ,Điện tử 2019,9,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20232,2.93,2.67,14,148,0,148,Năm thứ năm,Mức 0, , ,Điện tử 2019,10,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20241, ,2.67,0,148,0,148,Năm thứ năm,Mức 0, , ,Điện tử 2019,11,946f61a326432d2370e86dd9ddc45c9a88b000a317d323c8fe92d774684577fb
20191,0.83,0.83,4,4,8,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,bef64be12865dcd1aec9ff306d184cc7e56c59d780b70632354f5f5dd691e618
20192,0.83,0.83,4,8,16,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,bef64be12865dcd1aec9ff306d184cc7e56c59d780b70632354f5f5dd691e618
20201,0,0.89,0,12,24,36,Năm thứ nhất,Mức 1, , ,Điện tử 2019,3,bef64be12865dcd1aec9ff306d184cc7e56c59d780b70632354f5f5dd691e618
20202,1.2,1.06,3,15,21,36,Năm thứ nhất,Mức 1, , ,Điện tử 2019,4,bef64be12865dcd1aec9ff306d184cc7e56c59d780b70632354f5f5dd691e618
20211,1.31,1.58,9,31,11,42,Năm thứ nhất,Mức 0, , ,Điện tử 2019,5,bef64be12865dcd1aec9ff306d184cc7e56c59d780b70632354f5f5dd691e618
20212,0.53,1.35,2,33,22,55,Năm thứ hai,Mức 1, , ,Điện tử 2019,6,bef64be12865dcd1aec9ff306d184cc7e56c59d780b70632354f5f5dd691e618
20191,1.75,1.75,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20192,1.25,1.5,7,19,5,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20201,1.38,1.45,13,32,8,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20202,2.41,1.9,17,49,3,54,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20211,2.5,2.2,23,76,0,76,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20212,2.78,2.32,17,93,3,96,Năm thứ ba,Mức 0, , ,Điện tử 2019,6,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20221,2.45,2.43,20,113,0,113,Năm thứ tư,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2019,7,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20222,3.13,2.52,15,128,0,128,Năm thứ năm,Mức 0, ,"CLS400,Tiếng Anh định hướng TOEIC 400;",Điện tử 2019,8,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20231,3.54,2.63,14,144,0,144,Năm thứ năm,Mức 0, , ,Điện tử 2019,9,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20232,4,2.73,12,156,0,156,Năm thứ năm,Mức 0, , ,Điện tử 2019,10,280983c3a85d63e193ed9e1513586d5e4084381dbd533ba689a36e120c5b9e97
20191,1.75,1.75,12,12,0,12,Năm thứ nhất,Mức 0, , ,Điện tử 2019,1,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20192,1.67,1.71,9,21,3,24,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20201,2.81,2.15,16,37,3,40,Năm thứ hai,Mức 0, , ,Điện tử 2019,3,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20202,2.41,2.23,17,54,3,57,Năm thứ hai,Mức 0, , ,Điện tử 2019,4,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20211,3.19,2.58,18,75,0,75,Năm thứ ba,Mức 0, , ,Điện tử 2019,5,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20212,3.39,2.76,22,97,0,97,Năm thứ tư,Mức 0, ,"CLG400,Tiếng Anh English Discoveries 2;",Điện tử 2019,6,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20221,3.96,2.99,23,120,0,120,Năm thứ tư,Mức 0, ,"CLG400,Tiếng Anh English Discoveries 2;",Điện tử 2019,7,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20222,3.7,3.07,15,135,0,135,Năm thứ năm,Mức 0, ,"CLG400,Tiếng Anh English Discoveries 3;",Điện tử 2019,8,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20231,3.75,3.24,14,145,0,145,Năm thứ năm,Mức 0, ,"CLG400,Tiếng Anh English Discoveries 3;",Điện tử 2019,9,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20232,4,3.3,12,157,0,157,Năm thứ năm,Mức 0, ,"CLG400,Tiếng Anh English Discoveries 3;",Điện tử 2019,10,dd2b3688e93a6d2c942d186f8792abb1fe99b10cfba37a426477c1a1811bbf42
20191,0.8,0.8,4,4,11,15,Năm thứ nhất,Mức 1, , ,Điện tử 2019,1,dc3f1168b3daabd577484667faf130d28a5dd3f32d8136032174df5065f5dc56
20192,1.18,0.96,8,12,14,26,Năm thứ nhất,Mức 0, , ,Điện tử 2019,2,dc3f1168b3daabd577484667faf130d28a5dd3f32d8136032174df5065f5dc56
20201,0.83,1.08,4,19,19,38,Năm thứ nhất,Mức 0, , ,Điện tử 2019,3,dc3f1168b3daabd577484667faf130d28a5dd3f32d8136032174df5065f5dc56
20202,3,1.26,4,23,19,49,Năm thứ nhất,Mức 0, , ,Điện tử 2019,4,dc3f1168b3daabd577484667faf130d28a5dd3f32d8136032174df5065f5dc56
20211,0.76,1.19,9,35,23,60,Năm thứ hai,Mức 0, , ,Điện tử 2019,5,dc3f1168b3daabd577484667faf130d28a5dd3f32d8136032174df5065f5dc56
